,Landfall,Days,MaxWind,MinWind,AWind
835,1.0,9.0,85.0,20.0,40.07575757575758
836,1.0,4.0,45.0,20.0,37.5
837,0.0,8.0,95.0,45.0,70.375
838,0.0,16.0,45.0,30.0,36.2
839,0.0,0.0,105.0,30.0,67.58620689655173
840,0.0,1.0,60.0,25.0,41.53846153846154
841,0.0,11.0,40.0,25.0,31.666666666666668
842,0.0,14.0,90.0,30.0,49.285714285714285
843,1.0,35.0,125.0,25.0,65.13888888888889
844,0.0,182.0,50.0,30.0,42.2
845,1.0,47.0,60.0,20.0,39.62264150943396
846,0.0,31.0,45.0,25.0,37.77777777777778
847,1.0,17.0,80.0,25.0,60.76923076923077
848,1.0,1.0,140.0,25.0,74.23076923076923
849,0.0,10.0,35.0,25.0,31.53846153846154
850,1.0,7.0,65.0,30.0,50.57142857142857
851,0.0,0.0,100.0,45.0,75.89285714285714
852,1.0,8.0,45.0,25.0,35.43478260869565
853,1.0,9.0,100.0,40.0,63.421052631578945
854,0.0,1.0,70.0,45.0,59.02439024390244
855,0.0,4.0,55.0,30.0,42.89473684210526
856,1.0,47.0,75.0,25.0,55.875
857,0.0,14.0,45.0,25.0,37.333333333333336
858,0.0,172.0,55.0,30.0,43.333333333333336
859,0.0,21.0,45.0,30.0,38.214285714285715
860,0.0,6.0,60.0,25.0,40.689655172413794
861,1.0,16.0,95.0,25.0,55.0
862,0.0,17.0,45.0,35.0,41.0
863,1.0,29.0,50.0,25.0,37.857142857142854
864,1.0,6.0,100.0,30.0,70.83333333333333
865,0.0,5.0,75.0,35.0,54.44444444444444
866,1.0,1.0,110.0,25.0,74.26829268292683
867,0.0,4.0,40.0,30.0,35.625
868,1.0,5.0,55.0,30.0,44.54545454545455
869,0.0,9.0,40.0,25.0,33.63636363636363
870,1.0,1.0,60.0,25.0,42.083333333333336
871,0.0,10.0,85.0,25.0,53.020833333333336
872,1.0,42.0,115.0,25.0,80.0
873,0.0,44.0,35.0,25.0,31.19047619047619
874,0.0,213.0,65.0,30.0,48.57142857142857
875,1.0,3.0,60.0,20.0,41.07142857142857
876,1.0,4.0,120.0,30.0,77.44897959183673
877,1.0,14.0,90.0,25.0,51.64179104477612
878,0.0,4.0,85.0,25.0,47.416666666666664
879,1.0,8.0,45.0,25.0,35.0
880,0.0,1.0,90.0,35.0,70.80645161290323
881,1.0,7.0,65.0,25.0,41.07142857142857
882,1.0,2.0,120.0,25.0,59.78260869565217
883,1.0,9.0,105.0,25.0,71.53846153846153
884,1.0,2.0,150.0,25.0,86.0
885,0.0,17.0,45.0,30.0,34.77272727272727
886,0.0,4.0,55.0,40.0,49.72222222222222
887,1.0,-286.0,95.0,25.0,54.0
888,1.0,528.0,80.0,25.0,54.09090909090909
889,1.0,43.0,50.0,20.0,34.0
890,1.0,15.0,75.0,25.0,50.0
891,0.0,29.0,105.0,25.0,74.4
892,0.0,3.0,60.0,30.0,46.8421052631579
893,1.0,1.0,50.0,25.0,40.833333333333336
894,0.0,9.0,50.0,25.0,36.36363636363637
895,1.0,41.0,80.0,25.0,44.03846153846154
896,0.0,-146.0,85.0,25.0,59.833333333333336
897,0.0,124.0,40.0,30.0,34.285714285714285
898,0.0,5.0,40.0,30.0,33.75
899,1.0,36.0,55.0,35.0,48.25
900,0.0,201.0,40.0,25.0,35.45454545454545
901,1.0,16.0,65.0,25.0,43.75
902,1.0,45.0,110.0,30.0,64.0
903,1.0,25.0,55.0,25.0,40.357142857142854
904,0.0,5.0,120.0,25.0,75.63157894736842
905,1.0,9.0,35.0,25.0,33.5
906,1.0,4.0,55.0,25.0,39.333333333333336
907,0.0,33.0,75.0,25.0,48.10344827586207
908,0.0,234.0,50.0,25.0,42.0
909,1.0,55.0,55.0,20.0,40.5
910,0.0,3.0,60.0,25.0,42.2972972972973
911,0.0,12.0,120.0,25.0,71.38297872340425
912,0.0,7.0,115.0,25.0,70.33333333333333
913,1.0,5.0,95.0,25.0,53.714285714285715
914,0.0,10.0,75.0,25.0,44.5
915,1.0,7.0,50.0,25.0,31.61764705882353
916,0.0,3.0,130.0,25.0,65.55555555555556
917,0.0,10.0,95.0,50.0,71.15384615384616
918,1.0,-132.0,85.0,30.0,60.8974358974359
919,0.0,143.0,55.0,25.0,39.72222222222222
920,0.0,225.0,60.0,30.0,46.53846153846154
921,1.0,18.0,55.0,20.0,34.583333333333336
922,0.0,3.0,60.0,25.0,44.666666666666664
923,1.0,16.0,75.0,30.0,48.0
924,1.0,18.0,65.0,25.0,39.57142857142857
925,1.0,27.0,75.0,25.0,41.13636363636363
926,1.0,22.0,50.0,35.0,41.666666666666664
927,0.0,11.0,65.0,25.0,45.588235294117645
928,1.0,7.0,115.0,25.0,55.3
929,0.0,9.0,105.0,30.0,80.54347826086956
930,1.0,8.0,40.0,20.0,31.53846153846154
931,1.0,-73.0,75.0,25.0,45.294117647058826
932,0.0,26.0,60.0,25.0,43.75
933,0.0,12.0,60.0,40.0,50.666666666666664
934,0.0,287.0,55.0,25.0,39.523809523809526
935,1.0,17.0,50.0,20.0,28.88888888888889
936,1.0,18.0,70.0,30.0,48.088235294117645
937,1.0,21.0,60.0,20.0,33.58695652173913
938,0.0,12.0,75.0,25.0,57.142857142857146
939,1.0,14.0,125.0,25.0,85.625
940,1.0,5.0,100.0,20.0,48.63636363636363
941,1.0,-16.0,50.0,20.0,29.875
942,0.0,322.0,40.0,25.0,33.333333333333336
943,0.0,44.0,100.0,35.0,82.25
944,0.0,1.0,120.0,40.0,87.07317073170732
945,0.0,3.0,150.0,25.0,67.84313725490196
946,0.0,4.0,105.0,50.0,76.75
947,0.0,2.0,125.0,25.0,81.56716417910448
948,0.0,18.0,35.0,25.0,31.428571428571427
949,0.0,16.0,110.0,30.0,66.46341463414635
950,0.0,11.0,60.0,30.0,36.785714285714285
951,0.0,5.0,140.0,45.0,99.25
952,0.0,4.0,70.0,30.0,40.588235294117645
953,0.0,294.0,60.0,40.0,53.666666666666664
954,0.0,1.0,85.0,15.0,44.333333333333336
955,0.0,16.0,35.0,15.0,26.956521739130434
956,0.0,17.0,60.0,25.0,32.625
957,0.0,15.0,95.0,25.0,55.73170731707317
958,0.0,290.0,100.0,25.0,64.16666666666667
959,0.0,20.0,90.0,25.0,50.23255813953488
960,0.0,21.0,105.0,30.0,70.58823529411765
961,0.0,6.0,50.0,25.0,42.142857142857146
962,0.0,3.0,70.0,25.0,43.0
963,0.0,4.0,65.0,25.0,43.26086956521739
964,0.0,3.0,85.0,25.0,52.708333333333336
965,0.0,20.0,125.0,25.0,81.81159420289855
966,0.0,9.0,95.0,20.0,62.67857142857143
967,0.0,221.0,45.0,15.0,30.833333333333332
968,0.0,56.0,50.0,25.0,33.1578947368421
969,0.0,8.0,45.0,25.0,36.15384615384615
970,0.0,2.0,55.0,25.0,31.153846153846153
971,0.0,13.0,45.0,25.0,39.61538461538461
972,0.0,8.0,135.0,25.0,70.0
973,0.0,7.0,115.0,25.0,65.06666666666666
974,0.0,1.0,100.0,25.0,68.87755102040816
975,0.0,8.0,40.0,20.0,31.842105263157894
976,0.0,15.0,125.0,30.0,82.91666666666667
977,0.0,10.0,130.0,15.0,73.66666666666667
978,0.0,28.0,110.0,25.0,48.714285714285715
979,0.0,218.0,35.0,25.0,28.80952380952381
980,0.0,71.0,45.0,25.0,29.82758620689655
981,0.0,6.0,80.0,35.0,55.68181818181818
982,0.0,20.0,135.0,20.0,75.57971014492753
983,0.0,8.0,85.0,25.0,57.857142857142854
984,0.0,18.0,45.0,25.0,29.782608695652176
985,0.0,235.0,70.0,30.0,51.2962962962963
986,0.0,27.0,110.0,25.0,56.42857142857143
987,0.0,12.0,65.0,25.0,46.111111111111114
988,0.0,9.0,70.0,25.0,35.416666666666664
989,0.0,0.0,75.0,25.0,54.86486486486486
990,0.0,30.0,45.0,25.0,37.69230769230769
991,0.0,11.0,110.0,25.0,78.98550724637681
992,0.0,19.0,50.0,25.0,32.30769230769231
993,0.0,1.0,45.0,15.0,35.0
994,0.0,6.0,130.0,25.0,76.23456790123457
995,0.0,38.0,45.0,25.0,33.333333333333336
996,0.0,218.0,70.0,25.0,52.30769230769231
997,0.0,0.0,-99.0,-99.0,-99.0
998,0.0,4.0,-99.0,-99.0,-99.0
999,0.0,4.0,-99.0,-99.0,-99.0
1000,0.0,17.0,-99.0,-99.0,-99.0
1001,0.0,16.0,-99.0,-99.0,-99.0
1002,0.0,13.0,-99.0,-99.0,-99.0
1003,0.0,7.0,-99.0,-99.0,-99.0
1004,0.0,6.0,-99.0,-99.0,-99.0
1005,0.0,4.0,-99.0,-99.0,-99.0
1006,0.0,8.0,-99.0,-99.0,-99.0
1007,0.0,8.0,75.0,30.0,47.58620689655172
1008,0.0,0.0,95.0,30.0,64.8529411764706
1009,0.0,3.0,140.0,30.0,76.78571428571429
1010,0.0,10.0,75.0,25.0,47.36363636363637
1011,0.0,4.0,-99.0,-99.0,-99.0
1012,0.0,3.0,-99.0,-99.0,-99.0
1013,0.0,1.0,-99.0,-99.0,-99.0
1014,0.0,5.0,50.0,30.0,33.333333333333336
1015,0.0,2.0,75.0,25.0,51.15384615384615
1016,0.0,2.0,-99.0,-99.0,-99.0
1017,0.0,3.0,45.0,25.0,33.214285714285715
1018,0.0,4.0,-99.0,-99.0,-99.0
1019,0.0,3.0,-99.0,-99.0,-99.0
1020,0.0,4.0,-99.0,-99.0,-99.0
1021,0.0,7.0,80.0,25.0,58.611111111111114
1022,0.0,219.0,-99.0,-99.0,-99.0
1023,0.0,16.0,65.0,25.0,36.76470588235294
1024,0.0,5.0,65.0,25.0,43.513513513513516
1025,0.0,12.0,60.0,25.0,30.0
1026,0.0,37.0,25.0,25.0,25.0
1027,0.0,16.0,70.0,25.0,46.03448275862069
1028,0.0,12.0,25.0,25.0,25.0
1029,0.0,4.0,30.0,25.0,27.0
1030,0.0,3.0,55.0,25.0,38.38709677419355
1031,0.0,3.0,70.0,20.0,50.78947368421053
1032,0.0,6.0,25.0,25.0,25.0
1033,0.0,0.0,30.0,25.0,26.363636363636363
1034,0.0,2.0,50.0,25.0,34.5
1035,0.0,18.0,-99.0,-99.0,-99.0
1036,0.0,42.0,75.0,25.0,55.588235294117645
1037,0.0,186.0,25.0,25.0,25.0
1038,0.0,0.0,25.0,25.0,25.0
1039,0.0,9.0,25.0,25.0,25.0
1040,0.0,5.0,25.0,25.0,25.0
1041,0.0,43.0,25.0,25.0,25.0
1042,0.0,0.0,30.0,25.0,26.11111111111111
1043,0.0,17.0,60.0,30.0,40.0
1044,0.0,3.0,75.0,30.0,53.5
1045,0.0,0.0,105.0,25.0,77.22222222222223
1046,1.0,10.0,150.0,25.0,74.05405405405405
1047,0.0,0.0,25.0,25.0,25.0
1048,0.0,1.0,25.0,25.0,25.0
1049,0.0,4.0,50.0,25.0,35.416666666666664
1050,0.0,0.0,100.0,30.0,59.25925925925926
1051,0.0,7.0,25.0,-99.0,15.461538461538462
1052,0.0,1.0,30.0,25.0,27.38095238095238
1053,0.0,8.0,110.0,25.0,50.26315789473684
1054,0.0,2.0,75.0,25.0,45.0
1055,0.0,3.0,25.0,25.0,25.0
1056,0.0,1.0,25.0,25.0,25.0
1057,0.0,1.0,100.0,25.0,53.58585858585859
1058,0.0,3.0,65.0,30.0,54.21052631578947
1059,0.0,5.0,60.0,30.0,50.0
1060,0.0,2.0,50.0,25.0,42.0
1061,0.0,6.0,40.0,25.0,27.045454545454547
1062,0.0,10.0,90.0,25.0,51.770833333333336
1063,0.0,11.0,90.0,20.0,44.04761904761905
1064,0.0,2.0,60.0,25.0,48.92857142857143
1065,0.0,22.0,65.0,45.0,56.45161290322581
1066,0.0,177.0,80.0,25.0,55.88235294117647
1067,0.0,63.0,70.0,25.0,30.76923076923077
1068,0.0,8.0,55.0,20.0,35.78947368421053
1069,0.0,4.0,25.0,20.0,23.40909090909091
1070,0.0,2.0,110.0,25.0,54.375
1071,0.0,3.0,30.0,20.0,25.294117647058822
1072,0.0,6.0,25.0,-99.0,6.571428571428571
1073,0.0,4.0,30.0,20.0,26.724137931034484
1074,0.0,2.0,60.0,25.0,36.333333333333336
1075,0.0,17.0,60.0,25.0,39.6
1076,0.0,2.0,25.0,20.0,22.083333333333332
1077,0.0,3.0,25.0,20.0,23.5
1078,0.0,4.0,110.0,20.0,51.25
1079,0.0,10.0,60.0,25.0,33.04347826086956
1080,0.0,1.0,25.0,20.0,23.928571428571427
1081,0.0,3.0,30.0,20.0,28.15068493150685
1082,0.0,3.0,45.0,25.0,30.0
1083,0.0,13.0,25.0,20.0,23.333333333333332
1084,0.0,8.0,90.0,30.0,52.82608695652174
1085,0.0,257.0,65.0,25.0,49.84848484848485
1086,0.0,3.0,55.0,25.0,39.666666666666664
1087,0.0,3.0,25.0,-99.0,-0.8
1088,0.0,24.0,25.0,-99.0,-0.8
1089,0.0,3.0,75.0,15.0,39.411764705882355
1090,0.0,4.0,25.0,-99.0,15.076923076923077
1091,0.0,2.0,75.0,20.0,42.93103448275862
1092,0.0,6.0,25.0,-99.0,15.352941176470589
1093,0.0,2.0,55.0,25.0,30.689655172413794
1094,0.0,8.0,55.0,25.0,32.77777777777778
1095,0.0,6.0,25.0,-99.0,16.823529411764707
1096,0.0,0.0,80.0,25.0,40.0
1097,0.0,2.0,30.0,20.0,25.454545454545453
1098,0.0,1.0,140.0,25.0,52.05882352941177
1099,0.0,2.0,95.0,25.0,58.983050847457626
1100,0.0,2.0,25.0,-99.0,13.538461538461538
1101,0.0,1.0,30.0,20.0,25.294117647058822
1102,0.0,0.0,55.0,25.0,40.294117647058826
1103,0.0,10.0,70.0,25.0,35.810810810810814
1104,0.0,15.0,55.0,25.0,39.0
1105,0.0,12.0,25.0,-99.0,20.03030303030303
1106,0.0,25.0,45.0,25.0,32.8125
1107,0.0,193.0,60.0,25.0,47.56410256410256
1108,0.0,22.0,60.0,25.0,36.25
1109,0.0,5.0,75.0,25.0,44.714285714285715
1110,0.0,21.0,25.0,20.0,23.125
1111,0.0,6.0,25.0,-99.0,12.1
1112,0.0,15.0,25.0,20.0,22.77777777777778
1113,0.0,5.0,25.0,20.0,22.692307692307693
1114,0.0,7.0,25.0,-99.0,11.6
1115,0.0,4.0,25.0,20.0,23.076923076923077
1116,0.0,6.0,25.0,20.0,22.77777777777778
1117,0.0,7.0,90.0,30.0,54.88095238095238
1118,0.0,5.0,60.0,30.0,42.41379310344828
1119,0.0,2.0,25.0,20.0,23.333333333333332
1120,0.0,14.0,70.0,30.0,42.94871794871795
1121,0.0,1.0,60.0,25.0,47.72727272727273
1122,0.0,11.0,25.0,20.0,23.235294117647058
1123,0.0,4.0,25.0,20.0,23.333333333333332
1124,0.0,11.0,30.0,20.0,28.902439024390244
1125,0.0,16.0,25.0,20.0,23.823529411764707
1126,0.0,168.0,40.0,25.0,32.2
1127,0.0,14.0,25.0,20.0,22.307692307692307
1128,0.0,53.0,25.0,20.0,23.076923076923077
1129,0.0,7.0,25.0,20.0,23.333333333333332
1130,0.0,18.0,80.0,30.0,54.77272727272727
1131,0.0,11.0,25.0,20.0,23.88888888888889
1132,0.0,10.0,40.0,25.0,30.90909090909091
1133,0.0,9.0,30.0,20.0,25.0
1134,0.0,7.0,80.0,30.0,49.0625
1135,0.0,7.0,60.0,30.0,40.595238095238095
1136,0.0,5.0,60.0,30.0,43.47826086956522
1137,0.0,8.0,30.0,-99.0,12.92
1138,0.0,10.0,100.0,30.0,60.810810810810814
1139,0.0,14.0,25.0,-99.0,10.666666666666666
1140,0.0,2.0,70.0,30.0,59.75
1141,0.0,6.0,25.0,20.0,23.333333333333332
1142,0.0,32.0,60.0,30.0,43.92857142857143
1143,0.0,217.0,30.0,-99.0,6.0
1144,0.0,2.0,25.0,20.0,22.941176470588236
1145,0.0,6.0,55.0,30.0,43.333333333333336
1146,0.0,13.0,30.0,-99.0,12.333333333333334
1147,0.0,3.0,30.0,-99.0,19.77777777777778
1148,0.0,25.0,45.0,25.0,37.10526315789474
1149,0.0,2.0,50.0,35.0,40.78947368421053
1150,0.0,12.0,55.0,25.0,36.15384615384615
1151,0.0,2.0,30.0,-99.0,12.88888888888889
1152,0.0,3.0,100.0,25.0,67.5
1153,0.0,4.0,130.0,25.0,66.22448979591837
1154,0.0,0.0,30.0,20.0,28.243243243243242
1155,0.0,2.0,45.0,30.0,37.916666666666664
1156,0.0,10.0,60.0,25.0,37.76315789473684
1157,0.0,4.0,95.0,30.0,51.666666666666664
1158,0.0,5.0,25.0,20.0,23.0
1159,0.0,4.0,30.0,-99.0,20.352941176470587
1160,0.0,7.0,65.0,30.0,42.77777777777778
1161,0.0,26.0,45.0,25.0,34.285714285714285
1162,0.0,11.0,25.0,20.0,23.46153846153846
1163,0.0,226.0,25.0,20.0,22.77777777777778
1164,0.0,3.0,30.0,20.0,26.428571428571427
1165,0.0,7.0,60.0,25.0,46.45161290322581
1166,0.0,20.0,25.0,20.0,24.0
1167,0.0,1.0,75.0,20.0,45.0
1168,0.0,3.0,25.0,-99.0,6.571428571428571
1169,0.0,27.0,30.0,-99.0,12.333333333333334
1170,0.0,4.0,100.0,20.0,38.93939393939394
1171,0.0,6.0,95.0,35.0,67.06896551724138
1172,0.0,0.0,30.0,20.0,27.5
1173,0.0,3.0,30.0,20.0,25.384615384615383
1174,0.0,5.0,25.0,-99.0,3.5
1175,0.0,2.0,30.0,20.0,27.142857142857142
1176,0.0,5.0,110.0,20.0,44.57446808510638
1177,0.0,4.0,90.0,25.0,48.47826086956522
1178,0.0,3.0,120.0,25.0,66.30434782608695
1179,0.0,8.0,25.0,-99.0,17.11764705882353
1180,0.0,11.0,25.0,20.0,23.88888888888889
1181,0.0,10.0,30.0,-99.0,17.76923076923077
1182,0.0,3.0,45.0,30.0,34.642857142857146
1183,0.0,12.0,25.0,-99.0,12.1
1184,0.0,21.0,30.0,-99.0,20.333333333333332
1185,0.0,10.0,25.0,20.0,23.333333333333332
1186,0.0,164.0,60.0,25.0,40.0
1187,0.0,17.0,45.0,20.0,35.55555555555556
1188,0.0,4.0,30.0,20.0,27.0
1189,0.0,39.0,30.0,20.0,25.0
1190,0.0,3.0,25.0,20.0,23.333333333333332
1191,0.0,5.0,25.0,20.0,23.333333333333332
1192,0.0,9.0,45.0,20.0,31.756756756756758
1193,0.0,12.0,105.0,25.0,68.05555555555556
1194,0.0,0.0,45.0,20.0,29.666666666666668
1195,0.0,2.0,80.0,30.0,56.8
1196,0.0,7.0,90.0,20.0,66.85483870967742
1197,0.0,8.0,100.0,25.0,61.22222222222222
1198,0.0,1.0,25.0,20.0,23.333333333333332
1199,0.0,8.0,25.0,20.0,23.333333333333332
1200,0.0,7.0,40.0,15.0,26.0
1201,0.0,2.0,30.0,20.0,27.75862068965517
1202,0.0,4.0,25.0,-99.0,11.6
1203,0.0,0.0,90.0,20.0,54.857142857142854
1204,0.0,7.0,30.0,20.0,26.11111111111111
1205,0.0,9.0,30.0,-99.0,23.405405405405407
1206,0.0,10.0,30.0,20.0,25.384615384615383
1207,0.0,234.0,65.0,25.0,42.11538461538461
1208,0.0,35.0,25.0,-99.0,3.5
1209,0.0,7.0,30.0,-99.0,5.166666666666667
1210,0.0,7.0,25.0,20.0,23.0
1211,0.0,28.0,30.0,20.0,26.923076923076923
1212,0.0,5.0,150.0,20.0,72.0
1213,0.0,2.0,65.0,25.0,35.0
1214,0.0,12.0,65.0,20.0,40.55555555555556
1215,0.0,5.0,25.0,20.0,23.333333333333332
1216,0.0,4.0,25.0,-99.0,-0.8
1217,0.0,5.0,75.0,20.0,51.0
1218,0.0,2.0,30.0,20.0,25.0
1219,0.0,10.0,30.0,20.0,25.555555555555557
1220,0.0,3.0,70.0,30.0,50.5
1221,0.0,8.0,50.0,20.0,33.5
1222,0.0,86.0,30.0,-99.0,5.166666666666667
1223,0.0,154.0,40.0,25.0,33.68421052631579
1224,0.0,19.0,25.0,-99.0,2.6666666666666665
1225,0.0,20.0,30.0,20.0,25.555555555555557
1226,0.0,6.0,45.0,25.0,34.166666666666664
1227,0.0,2.0,45.0,20.0,33.46153846153846
1228,0.0,0.0,80.0,25.0,47.63157894736842
1229,0.0,2.0,30.0,-99.0,18.11111111111111
1230,0.0,17.0,25.0,-99.0,3.5
1231,0.0,4.0,50.0,15.0,28.214285714285715
1232,0.0,0.0,120.0,20.0,79.62962962962963
1233,0.0,4.0,30.0,20.0,25.0
1234,0.0,1.0,30.0,20.0,26.21212121212121
1235,0.0,4.0,85.0,25.0,47.3
1236,0.0,4.0,30.0,-99.0,13.6
1237,0.0,1.0,55.0,25.0,38.97435897435897
1238,0.0,5.0,115.0,25.0,61.53846153846154
1239,0.0,3.0,30.0,20.0,28.11111111111111
1240,0.0,11.0,30.0,-99.0,12.88888888888889
1241,0.0,5.0,45.0,30.0,35.0
1242,0.0,6.0,45.0,25.0,40.0
1243,0.0,13.0,30.0,20.0,25.0
1244,0.0,2.0,25.0,20.0,22.692307692307693
1245,0.0,6.0,70.0,30.0,44.583333333333336
1246,0.0,220.0,25.0,20.0,23.333333333333332
1247,0.0,8.0,30.0,-99.0,21.863636363636363
1248,0.0,19.0,50.0,25.0,30.263157894736842
1249,0.0,1.0,25.0,20.0,24.285714285714285
1250,0.0,1.0,65.0,20.0,30.17241379310345
1251,0.0,5.0,30.0,20.0,26.785714285714285
1252,0.0,8.0,45.0,15.0,26.403508771929825
1253,0.0,8.0,30.0,20.0,26.071428571428573
1254,0.0,25.0,30.0,20.0,28.2
1255,0.0,0.0,150.0,25.0,82.81818181818181
1256,0.0,4.0,30.0,-99.0,17.384615384615383
1257,0.0,1.0,115.0,25.0,51.911764705882355
1258,0.0,2.0,35.0,25.0,31.923076923076923
1259,0.0,3.0,30.0,20.0,26.904761904761905
1260,0.0,11.0,85.0,25.0,61.70454545454545
1261,0.0,1.0,75.0,20.0,34.23076923076923
1262,0.0,26.0,30.0,20.0,26.428571428571427
1263,0.0,11.0,30.0,-99.0,23.21212121212121
1264,0.0,1.0,65.0,25.0,43.333333333333336
1265,0.0,14.0,30.0,-99.0,19.571428571428573
1266,0.0,253.0,30.0,20.0,26.363636363636363
1267,0.0,0.0,25.0,-99.0,15.941176470588236
1268,0.0,5.0,30.0,-99.0,20.352941176470587
1269,0.0,9.0,30.0,20.0,26.470588235294116
1270,0.0,13.0,165.0,25.0,97.06521739130434
1271,0.0,1.0,30.0,20.0,27.352941176470587
1272,0.0,6.0,85.0,25.0,59.375
1273,0.0,5.0,70.0,25.0,47.04545454545455
1274,0.0,7.0,30.0,20.0,26.470588235294116
1275,0.0,3.0,70.0,20.0,34.84375
1276,0.0,0.0,65.0,25.0,50.925925925925924
1277,0.0,2.0,50.0,20.0,28.75
1278,0.0,14.0,100.0,25.0,76.31147540983606
1279,0.0,11.0,60.0,25.0,44.34782608695652
1280,0.0,15.0,90.0,25.0,60.55555555555556
1281,0.0,22.0,25.0,20.0,23.333333333333332
1282,0.0,5.0,85.0,20.0,44.857142857142854
1283,0.0,13.0,30.0,20.0,27.0
1284,0.0,132.0,75.0,50.0,65.0
1285,0.0,13.0,30.0,20.0,26.0
1286,0.0,17.0,25.0,15.0,22.5
1287,0.0,28.0,50.0,25.0,34.09090909090909
1288,0.0,14.0,30.0,-99.0,16.0
1289,0.0,12.0,30.0,-99.0,8.0
1290,0.0,3.0,60.0,20.0,46.111111111111114
1291,0.0,23.0,30.0,-99.0,10.125
1292,0.0,8.0,30.0,-99.0,8.0
1293,0.0,5.0,50.0,30.0,39.583333333333336
1294,0.0,10.0,70.0,15.0,33.666666666666664
1295,0.0,9.0,30.0,15.0,25.263157894736842
1296,0.0,5.0,30.0,-99.0,15.5
1297,0.0,3.0,80.0,30.0,55.42553191489362
1298,0.0,4.0,100.0,20.0,55.810810810810814
1299,0.0,4.0,90.0,20.0,50.27777777777778
1300,0.0,1.0,115.0,25.0,64.55882352941177
1301,0.0,9.0,30.0,-99.0,16.0
1302,0.0,5.0,105.0,25.0,65.72916666666667
1303,0.0,33.0,30.0,20.0,28.333333333333332
1304,0.0,5.0,45.0,25.0,35.333333333333336
1305,0.0,9.0,75.0,25.0,45.25
1306,0.0,202.0,60.0,45.0,55.25
1307,0.0,16.0,75.0,20.0,36.470588235294116
1308,0.0,71.0,60.0,25.0,52.916666666666664
1309,0.0,9.0,60.0,25.0,40.810810810810814
1310,0.0,3.0,30.0,20.0,27.333333333333332
1311,0.0,4.0,55.0,25.0,34.6875
1312,0.0,11.0,115.0,30.0,74.66666666666667
1313,0.0,6.0,30.0,20.0,27.333333333333332
1314,0.0,296.0,60.0,30.0,42.27272727272727
1315,0.0,4.0,30.0,20.0,27.727272727272727
1316,0.0,19.0,30.0,20.0,27.4
1317,1.0,8.0,100.0,20.0,49.2
1318,1.0,18.0,70.0,20.0,39.61538461538461
1319,0.0,16.0,65.0,25.0,46.0
1320,0.0,259.0,55.0,30.0,45.88235294117647
1321,0.0,7.0,30.0,-99.0,15.545454545454545
1322,0.0,36.0,30.0,-99.0,10.125
1323,0.0,13.0,30.0,20.0,26.818181818181817
1324,0.0,12.0,30.0,20.0,26.0
1325,0.0,10.0,50.0,25.0,36.42857142857143
1326,0.0,2.0,45.0,25.0,29.848484848484848
1327,0.0,1.0,35.0,20.0,26.818181818181817
1328,0.0,6.0,50.0,25.0,39.583333333333336
1329,0.0,2.0,30.0,-99.0,10.75
1330,1.0,6.0,115.0,35.0,66.96969696969697
1331,0.0,1.0,55.0,25.0,36.42857142857143
1332,0.0,1.0,55.0,25.0,41.19047619047619
1333,0.0,7.0,45.0,30.0,34.09090909090909
1334,0.0,2.0,65.0,30.0,43.0
1335,0.0,12.0,50.0,25.0,40.4
1336,0.0,18.0,90.0,25.0,58.660714285714285
1337,0.0,11.0,30.0,-99.0,16.333333333333332
1338,0.0,18.0,80.0,15.0,60.303030303030305
1339,0.0,19.0,30.0,20.0,28.0
1340,0.0,215.0,70.0,25.0,57.04081632653061
1341,0.0,6.0,60.0,30.0,42.1875
1342,1.0,19.0,65.0,25.0,40.476190476190474
1343,0.0,3.0,75.0,25.0,48.333333333333336
1344,1.0,16.0,80.0,20.0,35.810810810810814
1345,1.0,11.0,110.0,20.0,65.45454545454545
1346,0.0,3.0,30.0,20.0,27.61904761904762
1347,0.0,4.0,30.0,20.0,28.0
1348,0.0,1.0,55.0,25.0,46.25
1349,1.0,5.0,125.0,25.0,60.15384615384615
1350,1.0,16.0,50.0,25.0,33.333333333333336
1351,1.0,19.0,60.0,25.0,35.833333333333336
1352,1.0,20.0,75.0,25.0,53.275862068965516
1353,1.0,22.0,105.0,35.0,73.23529411764706
1354,0.0,180.0,30.0,20.0,25.0
1355,0.0,18.0,45.0,30.0,39.375
1356,1.0,30.0,75.0,10.0,38.57142857142857
1357,0.0,12.0,30.0,20.0,24.523809523809526
1358,0.0,9.0,30.0,-99.0,9.428571428571429
1359,1.0,17.0,70.0,10.0,39.338235294117645
1360,0.0,2.0,30.0,20.0,27.142857142857142
1361,0.0,6.0,30.0,-99.0,15.076923076923077
1362,0.0,3.0,50.0,25.0,37.5
1363,0.0,69.0,90.0,30.0,73.28947368421052
1364,0.0,187.0,75.0,30.0,53.07692307692308
1365,0.0,76.0,30.0,15.0,28.387096774193548
1366,0.0,1.0,65.0,10.0,38.51851851851852
1367,1.0,4.0,40.0,10.0,21.25
1368,0.0,5.0,30.0,15.0,25.0
1369,0.0,12.0,45.0,25.0,33.84615384615385
1370,0.0,6.0,30.0,20.0,27.857142857142858
1371,0.0,1.0,45.0,25.0,34.77272727272727
1372,0.0,1.0,30.0,-99.0,18.833333333333332
1373,0.0,1.0,30.0,-99.0,-7.571428571428571
1374,0.0,5.0,45.0,25.0,33.06122448979592
1375,0.0,7.0,30.0,15.0,25.58823529411765
1376,1.0,19.0,110.0,25.0,59.5
